,booking_id,booking_dt,release_dt,booking_charge_desc,booking_charge_txt,charge_release_dt,title_txt,cause_num,jurisdiction_cd,release_disposition_desc,post_flg,gender_desc,race_desc,hash_id,amer_indian_alaskan,asian_pacific_island,black,hispanic,unknown,white,female,male,place_of_birth,country_of_birth,born_in_us,time_detained,log_time_detained,admin_booking,release_to_imm,cancel_detainer,imm_hold,final_release_disp,charge_count,charge_topcount,category,type,seriousness,max_seriousness,max_charge_type,max_charge_desc,drug,other,property,public_order,sex,violent,felony,misdemeanor
65878,e3846e8236e5ffcee8281d62fdeb92c13ce22b29,2016-11-19 03:30:00,2016-11-19 13:05:00,DWI,,2016-11-19 15:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Bail Bond",,PD1,Bail Bond,N,MALE,WHITE,e620497fbb7a49150c07a40104514ca99d6d7ae1,0,0,0,0,0,1,0,1,NEW MEXICO,UNITED STATES OF AMERICA,True,0.3993055555555556,-0.9180283517726958,0,0,0,0,Bail Bond,0,0,gross misdemeanor,public_order,3.0,3.0,public_order,DWI,0,0,0,1,0,0,0,1
65879,e384b7c536c55d4c22ab53c217764c9eb30b8d08,2016-11-15 16:39:00,2017-06-27 08:00:00,INTIM WITNESS,,2017-06-27 08:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: WSI Chain",16-1-04541-5,SUP,WSI Chain,N,MALE,ASIAN/PACIFIC ISLAND,30539006aa73c88ee0738c11633f8e2a5215e7ed,0,1,0,0,0,0,0,1,GUAM,UNITED STATES OF AMERICA,True,223.6395833333333,5.410035753043372,0,0,0,0,WSI Chain,4,4,class B felony,violent,5.0,6.0,violent,ASLT 1,0,0,0,0,0,1,1,0
65883,e385da9f8e4f0ac465bc86be932a8cd822dee93a,2017-06-12 09:51:00,2017-06-12 10:52:00,IDENT THFT 1,,2017-06-12 10:52:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Administrative Booking",17-1-02010-1,SUP,Administrative Booking,N,FEMALE,WHITE,f25248a80619b97fbb470b89f8e7595da43cd769,0,0,0,0,0,1,1,0,CONNECTICUT,UNITED STATES OF AMERICA,True,0.04236111111111111,-3.161524528396735,1,0,0,0,Administrative Booking,2,2,class B felony,public_order,5.0,5.0,public_order,IDENT THFT 1,0,0,0,1,0,0,1,0
65916,e3a1cc42a1b2619685799a01e3160496326c6cbc,2016-10-24 13:26:00,2016-10-26 12:00:00,OPERATE VEH W/O IGN INTERLOCK DEV,,2016-10-26 09:30:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Mini-Chain",6Z0114522,KINS,Mini-Chain,N,MALE,WHITE,19e0fae81e8e7e89ba785eec76232cfde1af98ab,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,1.9402777777777775,0.6628311472468608,0,0,0,0,Mini-Chain,4,4,gross misdemeanor,public_order,3.0,5.0,property,POSSESS STOLEN VEHICLE,0,0,1,0,0,0,1,0
65917,e3a1cc42a1b2619685799a01e3160496326c6cbc,2016-10-24 13:26:00,2016-10-26 12:00:00,VIO TRIP PERMIT,,2016-10-25 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF, Pending Inv",,SUP,"NCF, Pending Inv",N,MALE,WHITE,75678a61af22ff24cf14f6c293a4e934bfb89180,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,1.9402777777777775,0.6628311472468608,0,0,0,0,Mini-Chain,4,4,gross misdemeanor,public_order,3.0,5.0,property,POSSESS STOLEN VEHICLE,0,0,1,0,0,0,1,0
65940,e3b5375b10f0dcff18b5ac9639d3d06a160cafeb,2017-02-24 09:12:00,2017-03-13 19:32:00,VIO NC ORD /DV,,2017-03-13 21:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: PR",D44030,TACM,PR,N,MALE,WHITE,4d2db221758c875e13acab3a501e8e3f236fb5d4,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,17.430555555555557,2.8582247325498287,0,0,0,0,Court Order,6,6,gross misdemeanor,public_order,3.0,3.0,public_order,DWLS/R 1ST/2ND,0,0,0,1,0,0,0,1
65954,e3c44b62ca64dd8b95f1ee592fd0436c2d974efb,2018-02-07 00:29:00,2018-03-30 09:00:00,VIO NC ORD /DV,,2018-03-30 10:15:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Police Department",D43992,TACM,Police Department,N,MALE,BLACK,25e9abd2aa6db17c1d4a9e81a0784c692607877d,0,0,1,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,51.354861111111106,3.9387595981279087,0,0,0,0,Police Department,4,4,gross misdemeanor,public_order,3.0,3.0,public_order,VIO NC ORD /DV,0,0,0,1,0,0,0,1
65955,e3c44b62ca64dd8b95f1ee592fd0436c2d974efb,2018-02-07 00:29:00,2018-03-30 09:00:00,COMM CUSTODY JAIL,RIOT WITH DEADLY W,2018-02-15 21:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Time Served",111017780,DOC,Time Served,N,MALE,BLACK,f2d5edb9672e5016ca33d4fb8cd6c7cab6bd32a5,0,0,1,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,51.354861111111106,3.9387595981279087,0,0,0,0,Police Department,4,4,other,other,0.0,3.0,public_order,VIO NC ORD /DV,0,0,0,1,0,0,0,1
65970,e3c87b676d4cf6d58749aae184423d9cb0a2a3e3,2017-08-10 22:25:00,2017-09-09 04:55:00,DWLS/R 1ST/2ND,1ST,2017-09-09 05:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Time Served",7YC004941,PD1,Time Served,N,MALE,WHITE,6b02f65595b3ee7a105f3279ed4d647475345ef9,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,29.27083333333333,3.3765915708599548,0,0,0,0,Time Served,2,2,gross misdemeanor,public_order,3.0,5.0,public_order,DUI WITH PRIOR CONVICTION,0,0,0,1,0,0,1,0
65985,e3d66781fe00c2ed9b510753caa3f00729f636c6,2016-12-13 03:47:00,2016-12-14 18:09:00,DRUG PARA,,2016-12-14 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF, Pending Inv",,SUP,"NCF, Pending Inv",N,FEMALE,WHITE,3a17a5d12065c248bfd7590a7cce53b453a71404,0,0,0,0,0,1,1,0,SCOTLAND,SCOTLAND,False,1.5986111111111112,0.4691351967117817,0,0,0,0,"NCF, Pending Inv",0,0,misdemeanor,drug,2.0,4.0,property,MAIL THEFT,0,0,1,0,0,0,1,0
66017,e3e970615e5a37251a1e998063ef21f44702ba54,2016-12-21 03:56:00,2016-12-22 18:55:00,RECK ENDAN /DV,,2016-12-22 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Bail Bond",16-1-05069-9,SUP,Bail Bond,N,FEMALE,HISPANIC,939729f6e8bd820202ffeaa67ca6e81dcba8b10b,0,0,0,1,0,0,1,0,CALIFORNIA,UNITED STATES OF AMERICA,True,1.6243055555555554,0.4850803740141327,0,0,0,0,Bail Bond,4,4,gross misdemeanor,public_order,3.0,5.0,violent,ASLT 2 -DV,0,0,0,0,0,1,1,0
66037,e3f3e1c9ca325c0ff640f9082e3fd4cc9c75f405,2017-02-16 08:21:00,2017-05-18 08:20:00,PSP 2,,2017-05-18 08:30:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: PDC",16-1-04510-5,SUP,PDC,N,MALE,WHITE,289555fe6e6d1e9b5581a52ed9d639e2f521861d,0,0,0,0,0,1,0,1,CALIFORNIA,UNITED STATES OF AMERICA,True,90.99930555555555,4.5108518752301014,0,0,0,0,PDC,8,8,class C felony,property,4.0,4.0,public_order,UNL SOL TO POSS CONT SUB,0,0,0,1,0,0,1,0
66038,e3f3e1c9ca325c0ff640f9082e3fd4cc9c75f405,2017-02-16 08:21:00,2017-05-18 08:20:00,UPCS,,2017-05-18 08:30:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: PDC",16-1-04510-5,SUP,PDC,N,MALE,WHITE,711bb220ffd6873130ca7d50f332208e5e05d0e2,0,0,0,0,0,1,0,1,CALIFORNIA,UNITED STATES OF AMERICA,True,90.99930555555555,4.5108518752301014,0,0,0,0,PDC,8,8,class C felony,drug,4.0,4.0,public_order,UNL SOL TO POSS CONT SUB,0,0,0,1,0,0,1,0
66051,e400629d0008f43e4e6b8064bbb84009cdf9dfea,2017-07-06 15:15:00,2017-07-21 11:50:00,POSSESS STOLEN VEHICLE,,2017-07-21 11:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Mini-Chain",171053291,KING,Mini-Chain,N,MALE,WHITE,2d4feddbf88e8355b2106bdae8c330d0879edadb,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,14.857638888888891,2.698514136280871,0,0,0,0,Mini-Chain,2,2,class B felony,property,5.0,5.0,property,POSSESS STOLEN VEHICLE,0,0,1,0,0,0,1,0
66052,e400629d0008f43e4e6b8064bbb84009cdf9dfea,2017-07-06 15:15:00,2017-07-21 11:50:00,CRIM TRESP 1,,2017-07-19 17:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Credit for Time Served",7ZC000224,PD1,Credit for Time Served,N,MALE,WHITE,8280b4742525ba9be571665fb21796f64c4f2bf9,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,14.857638888888891,2.698514136280871,0,0,0,0,Mini-Chain,2,2,gross misdemeanor,property,3.0,5.0,property,POSSESS STOLEN VEHICLE,0,0,1,0,0,0,1,0
66071,e423c6acf919700559503835ab406e29957b322c,2017-08-22 00:07:00,2017-08-23 13:30:00,VIO NC ORD /DV,,2017-08-23 15:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF Final",,PD1,NCF Final,N,FEMALE,ASIAN/PACIFIC ISLAND,01b327c1690124b11979b6ef5d1ebc624b3d539b,0,1,0,0,0,0,1,0,CALIFORNIA,UNITED STATES OF AMERICA,True,1.5576388888888888,0.4431711419501619,0,0,0,0,NCF Final,0,0,gross misdemeanor,public_order,3.0,3.0,public_order,VIO NC ORD /DV,0,0,0,1,0,0,0,1
66079,e427b0b23fe4d6607bf4b1a87aa8fa35abee21cd,2018-07-13 21:54:00,2018-07-25 16:00:00,DWLS/DWLR,3RD,2018-07-14 22:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: No Prob Cause",,PD1,No Prob Cause,N,MALE,WHITE,7fc53e6bb344485e1b3d4b73ee3b69256c716761,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,11.754166666666665,2.464207787660005,0,0,0,0,PDC,7,7,misdemeanor,public_order,2.0,3.0,violent,ASLT 4,0,0,0,0,0,1,0,1
66143,e455d431d6f4182c8ecfcde818a46a0a0ea80491,2016-09-21 10:24:00,2017-01-31 09:00:00,CHILD RAPE 1,,2017-01-31 09:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Dismissed",16-1-03578-9,SUP,Dismissed,N,MALE,HISPANIC,5912cbf0a7cab68ec3cc59205dc0bb0cb1fab071,0,0,0,1,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,131.94166666666666,4.8823599057193885,0,0,0,0,Dismissed,2,2,class A felony,sex,6.0,6.0,sex,CHILD RAPE 1,0,0,0,0,1,0,1,0
66167,e46749df75635e07f0abae633ed6b35d74db00be,2018-05-21 11:05:00,2018-06-04 07:15:00,FALSE STATEMENT TO PUB SERVANT,,2018-06-04 07:15:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: PDC",17-1-04266-0,SUP,PDC,N,MALE,WHITE,a8e041b35d2af66e947eff7a55e40d8b21e9d5dd,0,0,0,0,0,1,0,1,CALIFORNIA,UNITED STATES OF AMERICA,True,13.840277777777779,2.627583020636794,0,0,0,0,PDC,7,7,gross misdemeanor,public_order,3.0,5.0,property,BURGLARY 2,0,0,1,0,0,0,1,0
66201,e4778f7cb65814397818ebc75023b92d4bfb0dd4,2017-07-26 18:07:00,2017-09-14 08:00:00,COMM CUSTODY JAIL,,2017-08-09 21:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Time Served",161026127,DOC,Time Served,Y,MALE,AMER INDIAN/ALASKAN,599279c1d1927ce966bc7f469ef54797f6b0ed67,1,0,0,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,49.578472222222224,3.903556711735785,0,0,0,0,WSI Chain,2,2,other,other,0.0,4.0,drug,UNLAW DEL CS,1,0,0,0,0,0,1,0
66202,e47ac06637da1857a7f014a4c2836908c592ef9d,2017-06-09 17:17:00,2017-06-11 17:00:00,DWI,,2017-06-11 17:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Drug Court",16-1-01005-1,SUP,Drug Court,Y,MALE,WHITE,29b78bfdbbd5341a7ff8146a49175abd9210d7b0,0,0,0,0,0,1,0,1,CALIFORNIA,UNITED STATES OF AMERICA,True,1.9881944444444444,0.6872269125280687,0,0,0,0,Drug Court,2,2,gross misdemeanor,public_order,3.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
66275,e4c0b714fd3e9d22c250ff0c192d0437d6ee3db3,2017-08-16 10:58:00,2017-09-01 14:28:00,FORGERY,,2017-09-01 15:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Court Order",17-1-01665-1,SUP,Court Order,N,MALE,WHITE,aab90e50882015cc16f39770998a03d2cc6df612,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,16.145833333333332,2.781662018445456,0,0,0,0,Court Order,3,3,class C felony,public_order,4.0,4.0,public_order,FORGERY,0,0,0,1,0,0,1,0
66292,e4cf80ead043b7110d96853c13eacc6d8fe89ec7,2016-05-31 21:49:00,2017-12-21 08:00:00,HOLD IMMIGRAT,,2017-12-21 08:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: WSI Chain",,IMM,WSI Chain,N,MALE,HISPANIC,379a51502a1369b5c781f19627c689faabba74e5,0,0,0,1,0,0,0,1,MEXICO (USE ONLY WHEN STATE UNK),MEXICO,False,568.4243055555555,6.342868156666121,0,0,0,1,WSI Chain,2,2,other,other,0.0,6.0,sex,CHILD MOLEST 1,0,0,0,0,1,0,1,0
66293,e4cf80ead043b7110d96853c13eacc6d8fe89ec7,2016-05-31 21:49:00,2017-12-21 08:00:00,ASLT 3,,2017-12-21 08:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: WSI Chain",15-1-02300-6,SUP,WSI Chain,N,MALE,HISPANIC,10e9a35d4fd93e8c03979c664cc7c77cdcd23e96,0,0,0,1,0,0,0,1,MEXICO (USE ONLY WHEN STATE UNK),MEXICO,False,568.4243055555555,6.342868156666121,0,0,0,1,WSI Chain,2,2,class C felony,violent,4.0,6.0,sex,CHILD MOLEST 1,0,0,0,0,1,0,1,0
66294,e4cf80ead043b7110d96853c13eacc6d8fe89ec7,2016-05-31 21:49:00,2017-12-21 08:00:00,CHILD MOLEST 1,,2017-12-21 08:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: WSI Chain",15-1-02300-6,SUP,WSI Chain,N,MALE,HISPANIC,5efc81e47fca5f5c4937ce077eb0895ba50e949d,0,0,0,1,0,0,0,1,MEXICO (USE ONLY WHEN STATE UNK),MEXICO,False,568.4243055555555,6.342868156666121,0,0,0,1,WSI Chain,2,2,class A felony,sex,6.0,6.0,sex,CHILD MOLEST 1,0,0,0,0,1,0,1,0
66295,e4cfb5595cc3a23bd8dbb0919ec6019505ec1027,2017-05-02 19:00:00,2017-07-21 14:00:00,DWLS/DWLR,3RD,2017-05-03 17:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: PR",B00255312,TACM,PR,N,MALE,BLACK,b02922c59ba432fd32d8f76c29d90b218d248ee2,0,0,1,0,0,0,0,1,LOUISIANA,UNITED STATES OF AMERICA,True,79.79166666666667,4.379419071266802,0,0,0,0,Dismissed,7,7,misdemeanor,public_order,2.0,3.0,public_order,OPER VEH. W/O IGNITION INTERLOCK,0,0,0,1,0,0,0,1
66326,e4e8fe80b7c9200567f6f4050bab78a03eeba362,2017-05-02 16:37:00,2017-05-04 04:50:00,DWLS/DWLR,3RD,2017-05-04 05:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Time Served",6Z0297383,PD1,Time Served,Y,MALE,BLACK,a51f7401f8b8a02ec2eb25ea636e63223f0533c7,0,0,1,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,1.509027777777778,0.41146558768638336,0,0,0,0,Time Served,1,1,misdemeanor,public_order,2.0,2.0,public_order,DWLS/DWLR,0,0,0,1,0,0,0,1
66327,e4eac0dd47ad2ee61578dc38ed4d2ca55f91cb72,2017-09-20 15:21:00,2018-04-19 17:58:00,OBSTR PUB SERV,,2017-12-14 17:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: PR",D00047890,TACM,PR,N,MALE,AMER INDIAN/ALASKAN,acbee284d393e277e620d381be4d7cc0103d7fc3,1,0,0,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,211.10902777777775,5.352374719348567,0,0,0,0,Credit for Time Served,4,4,misdemeanor,public_order,2.0,4.0,violent,HARASS  /DV,0,0,0,0,0,1,1,0
66335,e4f1349e2211531383781fad07f7089847c8da9d,2018-03-16 16:21:00,2018-04-25 05:00:00,ESCAPE COMMUNITY CUSTODY,,2018-04-25 05:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Time Served",18-1-01064-2,SUP,Time Served,N,MALE,WHITE,363314102c7f373df1e40adf590a025b70e4c5bd,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,39.52708333333333,3.6769860909621968,0,0,0,0,Time Served,3,3,class C felony,public_order,4.0,4.0,public_order,ESCAPE COMMUNITY CUSTODY,0,0,0,1,0,0,1,0
66345,e5022a6d3822402db23b4073308647d794e61c1f,2018-06-06 05:10:00,2018-06-06 18:09:00,THEFT 3RD,,2018-06-06 23:59:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Bail Bond",,TACM,Bail Bond,N,MALE,BLACK,03ff6f1eebaa1de1441c16e9680df32e2a053fe4,0,0,1,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,0.5409722222222222,-0.6143873466992981,0,0,0,0,Bail Bond,0,0,gross misdemeanor,property,3.0,3.0,property,THEFT 3RD,0,0,1,0,0,0,0,1
66346,e50458ec6960353596d3712c1e8a587b54f0f235,2017-11-13 11:08:00,2018-02-21 05:00:00,TMVWOP 2,,2018-02-21 05:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Time Served",17-1-02846-2,SUP,Time Served,Y,MALE,WHITE,f136340885dc0c6718c3f20409ed5943383bb2e1,0,0,0,0,0,1,0,1,UNKNOWN,UNKNOWN,False,99.74444444444444,4.602611359426422,0,0,0,0,Time Served,1,1,class C felony,property,4.0,4.0,property,TMVWOP 2,0,0,1,0,0,0,1,0
66370,e517ab589742e1313f988463bce3ab8bffe945f2,2017-06-14 10:25:00,2017-06-16 08:40:00,COMM CUSTODY JAIL,UPCS ATT,2017-06-16 08:30:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Probation/Parole Officer",161003968,DOC,Probation/Parole Officer,N,MALE,BLACK,517203d57e525220e09cf712c37b056baee14f5a,0,0,1,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,1.9270833333333333,0.6560076336104885,0,0,0,0,Probation/Parole Officer,2,2,other,other,0.0,2.0,public_order,DWLS/DWLR,0,0,0,1,0,0,0,1
66395,e52ec5f0c9a5ff6ae2e7cee58e6bae497717d00d,2016-02-27 01:44:00,2017-04-20 08:00:00,RECK DRV,,2016-10-06 08:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Time Served",B00251263,TACM,Time Served,N,MALE,BLACK,f98e4181d012454ed340f5fb61236a0c02ac635b,0,0,1,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,418.2611111111111,6.036105905231012,0,0,0,0,WSI Chain,3,3,gross misdemeanor,public_order,3.0,6.0,sex,CHILD MOLEST 1,0,0,0,0,1,0,1,0
66396,e52ec5f0c9a5ff6ae2e7cee58e6bae497717d00d,2016-02-27 01:44:00,2017-04-20 08:00:00,DEST PROP /DV,,2016-04-18 21:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Dismissed",D47353,TACM,Dismissed,N,MALE,BLACK,01151a374a62b399c3b01ee3efcbedb3c9a2435f,0,0,1,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,418.2611111111111,6.036105905231012,0,0,0,0,WSI Chain,3,3,gross misdemeanor,public_order,3.0,6.0,sex,CHILD MOLEST 1,0,0,0,0,1,0,1,0
66413,e53875bc9e4ba610575da3dd3db48d15d06ab293,2018-04-08 23:20:00,2018-04-28 15:37:00,DWLS/R 1ST/2ND,,2018-04-28 21:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Bail Bond",B00256909,TACM,Bail Bond,N,MALE,WHITE,4de8c69b7a1667d0006ebae66a9bb2710c556dba,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,19.678472222222226,2.9795252576260234,0,0,0,0,Bail Bond,2,2,gross misdemeanor,public_order,3.0,3.0,public_order,DWLS/R 1ST/2ND,0,0,0,1,0,0,0,1
66457,e55afd69da39f24714da3150eb5357a0f8a49f2c,2017-11-01 00:59:00,2017-11-02 21:45:00,MAL MISCH 2 / DV,,2017-11-02 22:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: NCF Dist",,SUP,NCF Dist,N,MALE,WHITE,5a562d19d44f47bb61552d8462d6ce40aae457dd,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,1.8652777777777776,0.6234099845131366,0,0,0,0,Bail Bond,2,2,class B felony,property,5.0,5.0,property,MAL MISCH 2 / DV,0,0,1,0,0,0,1,0
66458,e55afd69da39f24714da3150eb5357a0f8a49f2c,2017-11-01 00:59:00,2017-11-02 21:45:00,MAL MISC 3 /DV,,2017-11-02 22:30:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Bail Bond",7ZC003338,PD1,Bail Bond,N,MALE,WHITE,01959c176587378190b3c7145d9cdffca58965ce,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,1.8652777777777776,0.6234099845131366,0,0,0,0,Bail Bond,2,2,gross misdemeanor,property,3.0,5.0,property,MAL MISCH 2 / DV,0,0,1,0,0,0,1,0
66476,e576a104c6e52be204ddaf8754c6c975839908c0,2018-02-16 12:10:00,2018-03-09 17:53:00,ASLT 3,,2018-03-09 20:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Credit for Time Served",18-1-00679-3,SUP,Credit for Time Served,N,MALE,BLACK,785f426eb120a71875cfc5c2846b29eaaa0df8c9,0,0,1,0,0,0,0,1,GEORGIA,UNITED STATES OF AMERICA,True,21.23819444444445,3.055801185436703,0,0,0,0,Credit for Time Served,2,2,class C felony,violent,4.0,4.0,violent,ASLT 3,0,0,0,0,0,1,1,0
66478,e576a104c6e52be204ddaf8754c6c975839908c0,2018-02-16 12:10:00,2018-03-09 17:53:00,OBSTR PO,,2018-03-09 20:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Dismissed",18-1-00679-3,SUP,Dismissed,N,MALE,BLACK,8445b0ed2cfc722ccb2e437cf524b50b7de1f5d7,0,0,1,0,0,0,0,1,GEORGIA,UNITED STATES OF AMERICA,True,21.23819444444445,3.055801185436703,0,0,0,0,Credit for Time Served,2,2,gross misdemeanor,public_order,3.0,4.0,violent,ASLT 3,0,0,0,0,0,1,1,0
66487,e5853f27f41cf9b22af43ea4dd3436878916bedf,2016-11-08 07:55:00,2016-11-15 08:15:00,THEFT 3,,2016-11-15 08:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: WSI Chain",16-1-00524-3,SUP,WSI Chain,N,MALE,ASIAN/PACIFIC ISLAND,bf35228f86dbacb5ddbd4fdc1620210c7eab0518,0,1,0,0,0,0,0,1,GUAM,UNITED STATES OF AMERICA,True,7.013888888888888,1.9478923102593049,0,0,0,0,WSI Chain,2,2,gross misdemeanor,property,3.0,4.0,public_order,IDENT THFT 2,0,0,0,1,0,0,1,0
66488,e5853f27f41cf9b22af43ea4dd3436878916bedf,2016-11-08 07:55:00,2016-11-15 08:15:00,HOLD WSI,,2016-11-15 08:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: WSI Chain",,DOC,WSI Chain,N,MALE,ASIAN/PACIFIC ISLAND,46f20f5d953582449bbcc1b53d4ed76bed4e49ee,0,1,0,0,0,0,0,1,GUAM,UNITED STATES OF AMERICA,True,7.013888888888888,1.9478923102593049,0,0,0,0,WSI Chain,2,2,other,other,0.0,4.0,public_order,IDENT THFT 2,0,0,0,1,0,0,1,0
66500,e5a08034f356cceccadf21730f1f95e7879bbd25,2017-05-15 16:38:00,2017-05-17 09:00:00,BURGLARY 2,,2017-05-17 09:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Mini-Chain",161006769,KSPS,Mini-Chain,N,MALE,HISPANIC,6d5c6da90af466d1d189ba371bd4b40688f3e204,0,0,0,1,0,0,0,1,CALIFORNIA,UNITED STATES OF AMERICA,True,1.6819444444444445,0.5199505315429913,0,0,0,0,Mini-Chain,1,1,class B felony,property,5.0,5.0,property,BURGLARY 2,0,0,1,0,0,0,1,0
66501,e5a0d489ed92136a469f1be677c0aaaece108a40,2018-07-16 08:39:00,2018-07-18 11:30:00,COMM CUSTODY JAIL,,2018-07-18 11:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Probation/Parole Officer",181010469,DOC,Probation/Parole Officer,N,MALE,ASIAN/PACIFIC ISLAND,012d352ad45ad943b2dce11c373c17ea65543abe,0,1,0,0,0,0,0,1,GUAM,UNITED STATES OF AMERICA,True,2.11875,0.7508262921466233,0,0,0,0,Probation/Parole Officer,1,1,other,other,0.0,4.0,drug,UPCS W INTENT,1,0,0,0,0,0,1,0
66534,e5ba094e759833a4e4bb3f4b3b8eb9c9764d9a57,2017-03-15 10:23:00,2017-04-04 05:00:00,THEFT 3RD,,2017-04-04 05:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Time Served",B00250579,TACM,Time Served,N,MALE,BLACK,a7a65963286a1274c568daa36ce3ca4da34d92b3,0,0,1,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,19.775694444444444,2.9844536303288742,0,0,0,0,Time Served,2,2,gross misdemeanor,property,3.0,3.0,property,THEFT 3,0,0,1,0,0,0,0,1
66540,e5bce2d19a820bd0f5cadb833a6b22ace9823e5f,2017-03-11 11:19:00,2017-03-14 08:45:00,COMM CUSTODY JAIL,,2017-03-14 08:30:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Probation/Parole Officer",141047985,DOC,Probation/Parole Officer,N,MALE,WHITE,62db83b19ff273f576455e6a2e1acd5990b38dda,0,0,0,0,0,1,0,1,CALIFORNIA,UNITED STATES OF AMERICA,True,2.893055555555556,1.062313229250871,0,0,0,0,Probation/Parole Officer,1,1,other,other,0.0,2.0,public_order,DWLS/DWLR,0,0,0,1,0,0,0,1
